epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
82,87.9132,0.65065,0.5682,1.07984,0.95222,1,0.995,0.95854,0.40114,0.44915,0.91425,0.000247625,0.000247625,0.000247625
83,88.9956,0.5775,0.50221,1.00789,0.95482,1,0.995,0.94571,0.39095,0.46413,0.90309,0.00023525,0.00023525,0.00023525
84,90.0569,0.62843,0.54187,1.08475,0.95907,1,0.995,0.93961,0.40227,0.50362,0.9137,0.000222875,0.000222875,0.000222875
85,91.0612,0.61932,0.57484,1.02658,0.95907,1,0.995,0.93961,0.40227,0.50362,0.9137,0.0002105,0.0002105,0.0002105
86,92.1015,0.61243,0.55619,1.00141,0.96256,1,0.995,0.93973,0.40527,0.52061,0.91792,0.000198125,0.000198125,0.000198125
87,93.1233,0.58436,0.55277,1.02691,0.95948,1,0.995,0.93962,0.41314,0.53445,0.92131,0.00018575,0.00018575,0.00018575
88,94.257,0.58492,0.51569,1.01388,0.9561,1,0.995,0.93952,0.40978,0.53958,0.92395,0.000173375,0.000173375,0.000173375
89,95.2759,0.5792,0.52349,1.02221,0.9561,1,0.995,0.93952,0.40978,0.53958,0.92395,0.000161,0.000161,0.000161
90,96.2893,0.60335,0.57525,1.04512,0.95432,1,0.995,0.93961,0.40981,0.51707,0.92783,0.000148625,0.000148625,0.000148625
91,112.159,0.76832,0.83372,1.18367,0.95025,1,0.995,0.93977,0.40136,0.47582,0.92637,0.00013625,0.00013625,0.00013625
92,113.231,0.58175,0.62857,0.98894,0.94235,1,0.995,0.93986,0.39287,0.41906,0.92453,0.000123875,0.000123875,0.000123875
93,114.243,0.55609,0.56563,1.02637,0.94235,1,0.995,0.93986,0.39287,0.41906,0.92453,0.0001115,0.0001115,0.0001115
94,115.262,0.59066,0.5828,1.00173,0.93073,1,0.995,0.92736,0.41997,0.41372,0.93042,9.9125e-05,9.9125e-05,9.9125e-05
95,116.283,0.5101,0.49442,0.94797,0.9179,1,0.995,0.92747,0.45808,0.40931,0.93264,8.675e-05,8.675e-05,8.675e-05
96,117.323,0.56755,0.50607,0.99725,0.90433,1,0.995,0.92747,0.4628,0.40451,0.92816,7.4375e-05,7.4375e-05,7.4375e-05
97,118.32,0.53463,0.48715,0.9803,0.90433,1,0.995,0.92747,0.4628,0.40451,0.92816,6.2e-05,6.2e-05,6.2e-05
98,119.338,0.51065,0.48444,0.98334,0.8974,1,0.995,0.95208,0.45709,0.4109,0.91698,4.9625e-05,4.9625e-05,4.9625e-05
99,120.357,0.54037,0.49041,0.97644,0.89942,1,0.995,0.94525,0.44561,0.40786,0.9094,3.725e-05,3.725e-05,3.725e-05
100,121.375,0.54379,0.50707,0.99677,0.90314,1,0.995,0.94525,0.43249,0.40569,0.90113,2.4875e-05,2.4875e-05,2.4875e-05
1,1.80344,1.58836,7.61676,1.06287,0.16251,0.33333,0.11343,0.07991,1.25746,4.33554,0.94133,0,0,0
2,2.55152,1.61889,7.69455,1.07634,0.18156,0.33333,0.11363,0.07999,1.25273,4.306,0.93906,1.9802e-05,1.9802e-05,1.9802e-05
3,3.36098,1.49846,6.3801,1.03883,0.14613,0.33333,0.10287,0.07305,1.25768,4.32821,0.93934,3.9208e-05,3.9208e-05,3.9208e-05
4,4.06261,1.31224,7.84994,1.01406,0.1585,0.33333,0.10739,0.07658,1.25337,4.32187,0.93764,5.8218e-05,5.8218e-05,5.8218e-05
5,4.83206,1.58863,6.43148,1.10372,0.15985,0.33333,0.10912,0.07798,1.25543,4.35593,0.93734,7.6832e-05,7.6832e-05,7.6832e-05
6,5.50234,1.84222,8.89555,1.20761,0.17231,0.33333,0.11394,0.08154,1.26475,4.40228,0.93728,9.505e-05,9.505e-05,9.505e-05
7,6.68841,1.63909,7.07063,1.06328,0.17738,0.33333,0.11387,0.0729,1.26491,4.44214,0.93759,0.000112872,0.000112872,0.000112872
8,7.5355,1.3278,6.89497,1.02213,0.18211,0.33333,0.11387,0.0729,1.26842,4.42666,0.93755,0.000130298,0.000130298,0.000130298
9,8.31731,1.69162,8.22598,1.17284,0.18057,0.33333,0.11617,0.07468,1.26954,4.43438,0.93789,0.000147328,0.000147328,0.000147328
10,9.20529,1.38444,6.94333,1.03788,0.47273,1,0.753,0.58737,0.60907,3.33891,0.84125,0.000163962,0.000163962,0.000163962
11,12.1286,0.93094,4.55752,0.90997,0.96625,1,0.995,0.82956,0.72668,2.33849,0.82736,0.0001802,0.0001802,0.0001802
12,13.2178,1.07566,4.03619,0.9131,1,0.96178,0.995,0.79661,0.84694,2.31134,0.84091,0.000196042,0.000196042,0.000196042
13,14.2483,1.00022,3.89867,0.96798,0.99098,1,0.995,0.79667,0.65023,2.31174,0.82801,0.000211488,0.000211488,0.000211488
14,15.2595,1.02441,2.83686,0.84503,0.98489,1,0.995,0.76372,0.7167,2.21319,0.84723,0.000226538,0.000226538,0.000226538
15,16.2594,0.90631,3.03878,0.92268,0.9839,1,0.995,0.76372,0.79222,2.01633,0.85888,0.000241192,0.000241192,0.000241192
16,17.2032,0.89677,2.20641,0.86365,0.98471,1,0.995,0.81281,0.77215,1.81596,0.83942,0.00025545,0.00025545,0.00025545
17,18.1369,0.81003,1.78481,0.85017,0.98588,1,0.995,0.82961,0.76831,1.82742,0.83653,0.000269312,0.000269312,0.000269312
18,19.049,1.06392,1.90671,0.85967,0.98588,1,0.995,0.82961,0.76831,1.82742,0.83653,0.000282778,0.000282778,0.000282778
19,20.1621,0.9026,1.77703,0.90932,0.98337,1,0.995,0.79667,0.77003,1.9805,0.83586,0.000295848,0.000295848,0.000295848
20,21.3803,0.94861,1.98911,0.89297,0.98337,1,0.995,0.79667,0.77003,1.9805,0.83586,0.000308522,0.000308522,0.000308522
21,22.6199,0.92723,1.91834,0.87204,0.98737,1,0.995,0.83022,0.79592,1.92926,0.85089,0.0003208,0.0003208,0.0003208
22,23.7168,0.91147,1.97384,0.85799,0.98737,1,0.995,0.83022,0.79592,1.92926,0.85089,0.000332682,0.000332682,0.000332682
23,24.6745,0.85248,1.65903,0.94702,0.98799,1,0.995,0.86256,0.61204,1.93571,0.82855,0.000344168,0.000344168,0.000344168
24,25.6045,0.73807,1.35589,0.84139,0.98799,1,0.995,0.86256,0.61204,1.93571,0.82855,0.000355258,0.000355258,0.000355258
25,26.5024,0.77677,1.49543,0.87594,0.9914,1,0.995,0.79667,0.56381,2.02262,0.83319,0.000365952,0.000365952,0.000365952
26,27.4357,0.81795,1.70514,0.86958,0.9914,1,0.995,0.79667,0.56381,2.02262,0.83319,0.00037625,0.00037625,0.00037625
27,28.3422,0.91244,1.72492,0.88781,0.99276,1,0.995,0.82961,0.6948,2.24404,0.84786,0.000386152,0.000386152,0.000386152
28,29.2474,0.95483,1.35781,0.87974,0.99276,1,0.995,0.82961,0.6948,2.24404,0.84786,0.000395658,0.000395658,0.000395658
29,30.1581,0.97365,1.30968,0.90317,0.99791,1,0.995,0.82961,0.67579,2.24638,0.83729,0.000404768,0.000404768,0.000404768
30,31.0714,0.92118,1.69637,0.90125,0.99791,1,0.995,0.82961,0.67579,2.24638,0.83729,0.000413482,0.000413482,0.000413482
31,31.957,0.75663,1.20865,0.80486,0.32125,1,0.3875,0.34875,0.7326,3.45574,0.82289,0.0004218,0.0004218,0.0004218
32,32.8655,0.7655,1.41453,0.90277,0.32125,1,0.3875,0.34875,0.7326,3.45574,0.82289,0.000429722,0.000429722,0.000429722
33,34.8432,0.83044,1.18074,0.91672,0.22462,1,0.2424,0.2106,0.83147,4.03226,0.82292,0.000437248,0.000437248,0.000437248
34,35.6418,0.79994,1.00172,0.87666,0.22462,1,0.2424,0.2106,0.83147,4.03226,0.82292,0.000444378,0.000444378,0.000444378
35,36.5817,0.83608,1.0642,0.8446,0.08205,1,0.08529,0.06559,0.79104,7.46198,0.80652,0.000451112,0.000451112,0.000451112
36,37.392,0.72356,0.9748,0.83482,0.08205,1,0.08529,0.06559,0.79104,7.46198,0.80652,0.00045745,0.00045745,0.00045745
37,38.2302,0.75828,0.90698,0.86771,0.06665,1,0.06942,0.05609,0.74007,9.85538,0.8139,0.000463392,0.000463392,0.000463392
38,39.0824,0.78569,0.91571,0.83141,0.06665,1,0.06942,0.05609,0.74007,9.85538,0.8139,0.000468938,0.000468938,0.000468938
39,39.9904,0.78344,1.15236,0.88678,0.08141,1,0.09045,0.07288,0.75603,4.57957,0.82099,0.000474088,0.000474088,0.000474088
40,40.8339,0.59014,0.98213,0.92468,0.08141,1,0.09045,0.07288,0.75603,4.57957,0.82099,0.000478842,0.000478842,0.000478842
41,41.7402,0.63649,0.82419,0.86049,0.1483,1,0.16583,0.11861,0.85559,3.35203,0.82718,0.0004832,0.0004832,0.0004832
42,42.6389,0.78129,0.96293,0.8802,0.1483,1,0.16583,0.11861,0.85559,3.35203,0.82718,0.000487162,0.000487162,0.000487162
43,43.5255,0.7054,0.8486,0.88239,0.17875,0.66667,0.19124,0.14904,0.77954,3.13549,0.80967,0.000490728,0.000490728,0.000490728
44,44.5148,0.80847,0.83173,0.85035,0.17875,0.66667,0.19124,0.14904,0.77954,3.13549,0.80967,0.000493898,0.000493898,0.000493898
45,45.5179,0.69646,0.88997,0.87847,0.6443,0.66667,0.54233,0.47537,0.67961,2.46232,0.81571,0.000496672,0.000496672,0.000496672
46,46.4501,0.68436,0.74843,0.83743,0.6443,0.66667,0.54233,0.47537,0.67961,2.46232,0.81571,0.00049905,0.00049905,0.00049905
47,47.4037,0.82636,0.78085,0.86112,0.8314,0.66667,0.9125,0.74717,0.74013,1.96564,0.83655,0.000501032,0.000501032,0.000501032
48,48.2424,0.76942,0.78511,0.85149,0.8314,0.66667,0.9125,0.74717,0.74013,1.96564,0.83655,0.000502618,0.000502618,0.000502618
49,49.1084,0.66316,0.79951,0.82313,1,0.96472,0.995,0.80761,0.78195,1.96677,0.84996,0.000503808,0.000503808,0.000503808
50,49.9962,0.6528,0.66159,0.8388,1,0.96472,0.995,0.80761,0.78195,1.96677,0.84996,0.000504602,0.000504602,0.000504602
51,50.7634,0.67909,0.73533,0.83532,1,0.95508,0.995,0.8955,0.59256,2.22516,0.79621,0.000505,0.000505,0.000505
52,51.6627,0.70887,0.7809,0.8244,1,0.95508,0.995,0.8955,0.59256,2.22516,0.79621,0.000505002,0.000505002,0.000505002
53,52.4546,0.77316,0.77376,0.86639,1,0.95508,0.995,0.8955,0.59256,2.22516,0.79621,0.000504608,0.000504608,0.000504608
54,53.2875,0.7027,0.76359,0.8641,0.95369,1,0.995,0.93989,0.48964,1.83192,0.76248,0.000503818,0.000503818,0.000503818
55,54.0774,0.78756,0.77313,0.8685,0.95369,1,0.995,0.93989,0.48964,1.83192,0.76248,0.000502632,0.000502632,0.000502632
56,54.8605,0.76738,0.68267,0.84026,0.95369,1,0.995,0.93989,0.48964,1.83192,0.76248,0.00050105,0.00050105,0.00050105
57,55.6485,0.81997,0.72498,0.84377,0.97164,1,0.995,0.85161,0.51358,1.39708,0.77149,0.000499072,0.000499072,0.000499072
58,56.3838,0.66538,0.59635,0.86832,0.97164,1,0.995,0.85161,0.51358,1.39708,0.77149,0.000496698,0.000496698,0.000496698
59,57.1418,0.68298,0.61648,0.84632,0.97164,1,0.995,0.85161,0.51358,1.39708,0.77149,0.000493928,0.000493928,0.000493928
60,57.8958,0.73773,0.74299,0.86346,0.97584,1,0.995,0.84039,0.60143,1.48125,0.80055,0.000490762,0.000490762,0.000490762
61,58.6206,0.69423,0.67845,0.81175,0.97584,1,0.995,0.84039,0.60143,1.48125,0.80055,0.0004872,0.0004872,0.0004872
62,59.4435,0.78692,0.7548,0.87596,0.97584,1,0.995,0.84039,0.60143,1.48125,0.80055,0.000483242,0.000483242,0.000483242
63,60.208,0.62057,0.60036,0.84806,0.97757,1,0.995,0.8955,0.43613,1.11422,0.77892,0.000478888,0.000478888,0.000478888
64,60.9965,0.744,0.64702,0.8393,0.97757,1,0.995,0.8955,0.43613,1.11422,0.77892,0.000474138,0.000474138,0.000474138
65,61.7557,0.61279,0.56646,0.81748,0.97757,1,0.995,0.8955,0.43613,1.11422,0.77892,0.000468992,0.000468992,0.000468992
66,62.5027,0.62549,0.58918,0.81898,0.98209,1,0.995,0.8955,0.48823,0.90765,0.7725,0.00046345,0.00046345,0.00046345
67,63.2435,0.67443,0.61033,0.88865,0.98209,1,0.995,0.8955,0.48823,0.90765,0.7725,0.000457512,0.000457512,0.000457512
68,63.9568,0.67187,0.64273,0.82591,0.98209,1,0.995,0.8955,0.48823,0.90765,0.7725,0.000451178,0.000451178,0.000451178
69,64.7189,0.74965,0.68253,0.83076,0.98302,1,0.995,0.8955,0.52486,0.95602,0.77154,0.000444448,0.000444448,0.000444448
70,65.4371,0.68486,0.56954,0.83724,0.98302,1,0.995,0.8955,0.52486,0.95602,0.77154,0.000437322,0.000437322,0.000437322
71,66.1885,0.59457,0.54272,0.84109,0.98302,1,0.995,0.8955,0.52486,0.95602,0.77154,0.0004298,0.0004298,0.0004298
72,66.9852,0.70059,0.58503,0.86386,0.98294,1,0.995,0.88511,0.56374,0.96802,0.76922,0.000421882,0.000421882,0.000421882
73,67.736,0.62054,0.54958,0.84754,0.98294,1,0.995,0.88511,0.56374,0.96802,0.76922,0.000413568,0.000413568,0.000413568
74,68.4864,0.60546,0.64326,0.86372,0.98294,1,0.995,0.88511,0.56374,0.96802,0.76922,0.000404858,0.000404858,0.000404858
75,69.2264,0.66827,0.58258,0.86548,0.98298,1,0.995,0.89611,0.43274,0.77498,0.7598,0.000395752,0.000395752,0.000395752
76,69.9483,0.64933,0.57087,0.81962,0.98298,1,0.995,0.89611,0.43274,0.77498,0.7598,0.00038625,0.00038625,0.00038625
77,70.692,0.56822,0.53255,0.84179,0.98298,1,0.995,0.89611,0.43274,0.77498,0.7598,0.000376352,0.000376352,0.000376352
78,71.4402,0.65631,0.57196,0.80907,0.98323,1,0.995,0.90672,0.3911,0.53694,0.76987,0.000366058,0.000366058,0.000366058
79,72.1717,0.57887,0.49661,0.82391,0.98323,1,0.995,0.90672,0.3911,0.53694,0.76987,0.000355368,0.000355368,0.000355368
80,72.8951,0.58116,0.53097,0.81715,0.98323,1,0.995,0.90672,0.3911,0.53694,0.76987,0.000344282,0.000344282,0.000344282
81,73.6385,0.58636,0.56178,0.82457,0.98371,1,0.995,0.95106,0.45033,0.45555,0.77791,0.0003328,0.0003328,0.0003328
82,74.4267,0.53467,0.54825,0.8175,0.98371,1,0.995,0.95106,0.45033,0.45555,0.77791,0.000320922,0.000320922,0.000320922
83,75.1812,0.51231,0.5548,0.80258,0.98371,1,0.995,0.95106,0.45033,0.45555,0.77791,0.000308648,0.000308648,0.000308648
84,75.9902,0.53896,0.57018,0.81237,0.98366,1,0.995,0.8955,0.56146,0.44983,0.79153,0.000295978,0.000295978,0.000295978
85,76.7272,0.55106,0.50997,0.81451,0.98366,1,0.995,0.8955,0.56146,0.44983,0.79153,0.000282912,0.000282912,0.000282912
86,77.4858,0.55034,0.53253,0.81689,0.98366,1,0.995,0.8955,0.56146,0.44983,0.79153,0.00026945,0.00026945,0.00026945
87,78.2095,0.60183,0.5665,0.83718,0.98366,1,0.995,0.8955,0.56146,0.44983,0.79153,0.000255592,0.000255592,0.000255592
88,78.9515,0.48589,0.50849,0.82485,0.98361,1,0.995,0.8955,0.48323,0.44148,0.78891,0.000241338,0.000241338,0.000241338
89,79.6392,0.5254,0.53719,0.82391,0.98361,1,0.995,0.8955,0.48323,0.44148,0.78891,0.000226688,0.000226688,0.000226688
